Datetime,Close,High,Low,Open,Volume
2022-07-20 06:45:00+00:00,16530.400390625,16588.0,16530.400390625,16556.849609375,0
2022-07-20 07:45:00+00:00,16547.05078125,16567.0,16522.05078125,16530.650390625,0
2022-07-20 08:45:00+00:00,16516.19921875,16547.80078125,16515.55078125,16547.44921875,0
2022-07-20 09:45:00+00:00,16495.80078125,16521.900390625,16491.150390625,16515.80078125,0
2022-07-21 03:45:00+00:00,16573.0,16575.80078125,16485.849609375,16523.55078125,0
2022-07-21 04:45:00+00:00,16569.150390625,16578.349609375,16550.19921875,16574.099609375,0
2022-07-21 05:45:00+00:00,16573.05078125,16591.599609375,16563.75,16569.400390625,0
2022-07-21 06:45:00+00:00,16542.69921875,16586.349609375,16540.099609375,16573.25,0
2022-07-21 07:45:00+00:00,16560.55078125,16564.400390625,16517.30078125,16542.150390625,0
2022-07-21 08:45:00+00:00,16611.849609375,16611.94921875,16556.75,16560.349609375,0
2022-07-21 09:45:00+00:00,16609.80078125,16624.150390625,16604.05078125,16610.900390625,0
2022-07-22 03:45:00+00:00,16629.0,16704.150390625,16623.25,16661.25,0
2022-07-22 04:45:00+00:00,16638.25,16652.25,16611.0,16628.900390625,0
2022-07-22 05:45:00+00:00,16680.5,16682.099609375,16636.599609375,16638.05078125,0
2022-07-22 06:45:00+00:00,16680.400390625,16707.150390625,16670.5,16678.5,0
2022-07-22 07:45:00+00:00,16727.80078125,16738.650390625,16664.349609375,16679.55078125,0
2022-07-22 08:45:00+00:00,16729.05078125,16752.25,16709.75,16727.849609375,0
2022-07-22 09:45:00+00:00,16714.30078125,16729.30078125,16705.94921875,16728.900390625,0
2022-07-25 03:45:00+00:00,16622.25,16704.94921875,16587.75,16662.55078125,0
2022-07-25 04:45:00+00:00,16568.150390625,16631.400390625,16568.0,16621.69921875,0
2022-07-25 05:45:00+00:00,16589.099609375,16610.0,16564.849609375,16567.599609375,0
2022-07-25 06:45:00+00:00,16619.69921875,16622.650390625,16581.400390625,16588.80078125,0
2022-07-25 07:45:00+00:00,16647.94921875,16651.80078125,16590.599609375,16620.599609375,0
2022-07-25 08:45:00+00:00,16632.599609375,16684.05078125,16631.30078125,16647.25,0
2022-07-25 09:45:00+00:00,16610.05078125,16635.150390625,16603.19921875,16633.44921875,0
2022-07-26 03:45:00+00:00,16512.05078125,16634.75,16506.0,16632.900390625,0
2022-07-26 04:45:00+00:00,16504.44921875,16538.599609375,16496.0,16512.099609375,0
2022-07-26 05:45:00+00:00,16536.900390625,16547.05078125,16498.94921875,16504.599609375,0
2022-07-26 06:45:00+00:00,16552.0,16557.30078125,16530.05078125,16536.5,0
2022-07-26 07:45:00+00:00,16538.94921875,16572.94921875,16506.0,16552.19921875,0
2022-07-26 08:45:00+00:00,16482.69921875,16547.349609375,16481.349609375,16538.599609375,0
2022-07-26 09:45:00+00:00,16466.55078125,16486.44921875,16463.55078125,16483.900390625,0
2022-07-27 03:45:00+00:00,16523.19921875,16525.19921875,16439.69921875,16475.349609375,0
2022-07-27 04:45:00+00:00,16543.650390625,16556.0,16515.19921875,16522.75,0
2022-07-27 05:45:00+00:00,16568.5,16570.5,16539.69921875,16543.400390625,0
2022-07-27 06:45:00+00:00,16593.900390625,16605.30078125,16543.80078125,16569.05078125,0
2022-07-27 07:45:00+00:00,16582.0,16616.849609375,16575.80078125,16592.80078125,0
2022-07-27 08:45:00+00:00,16643.650390625,16644.849609375,16578.150390625,16581.599609375,0
2022-07-27 09:45:00+00:00,16642.75,16652.55078125,16637.650390625,16643.349609375,0
2022-07-28 03:45:00+00:00,16819.94921875,16825.599609375,16748.30078125,16774.849609375,0
2022-07-28 04:45:00+00:00,16877.099609375,16878.099609375,16812.150390625,16820.5,0
2022-07-28 05:45:00+00:00,16893.849609375,16896.400390625,16859.55078125,16877.19921875,0
2022-07-28 06:45:00+00:00,16913.5,16920.150390625,16882.400390625,16894.30078125,0
2022-07-28 07:45:00+00:00,16920.599609375,16930.19921875,16899.94921875,16912.94921875,0
2022-07-28 08:45:00+00:00,16936.30078125,16943.599609375,16869.849609375,16920.5,0
2022-07-28 09:45:00+00:00,16922.05078125,16942.30078125,16918.30078125,16935.5,0
2022-07-29 03:45:00+00:00,17109.30078125,17141.25,17064.94921875,17079.5,0
2022-07-29 04:45:00+00:00,17098.75,17122.349609375,17018.349609375,17108.69921875,0
2022-07-29 05:45:00+00:00,17101.5,17109.05078125,17074.900390625,17098.44921875,0
2022-07-29 06:45:00+00:00,17106.19921875,17121.94921875,17084.650390625,17101.400390625,0
2022-07-29 07:45:00+00:00,17079.150390625,17115.44921875,17072.099609375,17106.650390625,0
2022-07-29 08:45:00+00:00,17159.80078125,17169.0,17061.5,17078.55078125,0
2022-07-29 09:45:00+00:00,17157.94921875,17172.19921875,17153.94921875,17159.55078125,0
2022-08-01 03:45:00+00:00,17272.94921875,17275.30078125,17156.30078125,17243.19921875,0
2022-08-01 04:45:00+00:00,17266.0,17286.599609375,17255.900390625,17273.05078125,0
2022-08-01 05:45:00+00:00,17261.69921875,17278.25,17249.150390625,17266.94921875,0
2022-08-01 06:45:00+00:00,17286.599609375,17299.650390625,17261.25,17261.44921875,0
2022-08-01 07:45:00+00:00,17309.69921875,17318.30078125,17276.80078125,17285.94921875,0
2022-08-01 08:45:00+00:00,17334.900390625,17355.650390625,17295.25,17309.900390625,0
2022-08-01 09:45:00+00:00,17332.30078125,17348.900390625,17328.599609375,17334.75,0
2022-08-02 03:45:00+00:00,17226.30078125,17330.099609375,17217.400390625,17310.150390625,0
2022-08-02 04:45:00+00:00,17254.900390625,17273.900390625,17225.30078125,17225.650390625,0
2022-08-02 05:45:00+00:00,17292.400390625,17304.30078125,17243.80078125,17254.80078125,0
2022-08-02 06:45:00+00:00,17263.94921875,17304.44921875,17234.599609375,17292.44921875,0
2022-08-02 07:45:00+00:00,17322.349609375,17346.0,17263.099609375,17263.150390625,0
2022-08-02 08:45:00+00:00,17364.80078125,17389.69921875,17316.900390625,17322.25,0
2022-08-02 09:45:00+00:00,17294.849609375,17364.599609375,17287.0,17364.599609375,0
2022-08-03 03:45:00+00:00,17300.099609375,17384.599609375,17263.099609375,17349.25,0
2022-08-03 04:45:00+00:00,17236.849609375,17300.75,17235.44921875,17300.599609375,0
2022-08-03 05:45:00+00:00,17248.349609375,17279.69921875,17226.0,17236.80078125,0
2022-08-03 06:45:00+00:00,17287.900390625,17305.5,17232.75,17248.650390625,0
2022-08-03 07:45:00+00:00,17305.400390625,17318.099609375,17260.30078125,17288.099609375,0
2022-08-03 08:45:00+00:00,17401.150390625,17402.94921875,17288.55078125,17305.75,0
2022-08-03 09:45:00+00:00,17392.900390625,17406.400390625,17387.599609375,17401.099609375,0
2022-08-04 03:45:00+00:00,17434.30078125,17489.25,17428.69921875,17463.099609375,0
2022-08-04 04:45:00+00:00,17397.25,17448.150390625,17397.25,17434.900390625,0
2022-08-04 05:45:00+00:00,17307.30078125,17396.19921875,17161.80078125,17396.19921875,0
2022-08-04 06:45:00+00:00,17313.400390625,17348.94921875,17259.599609375,17308.150390625,0
2022-08-04 07:45:00+00:00,17285.30078125,17337.44921875,17265.19921875,17312.099609375,0
2022-08-04 08:45:00+00:00,17377.400390625,17406.69921875,17278.69921875,17285.75,0
2022-08-04 09:45:00+00:00,17364.0,17385.0,17355.30078125,17377.25,0
2022-08-05 03:45:00+00:00,17432.05078125,17461.25,17389.5,17423.650390625,0
2022-08-05 04:45:00+00:00,17466.94921875,17474.099609375,17413.099609375,17432.30078125,0
2022-08-05 05:45:00+00:00,17451.099609375,17468.69921875,17423.55078125,17467.75,0
2022-08-05 06:45:00+00:00,17408.30078125,17456.349609375,17381.849609375,17451.349609375,0
2022-08-05 07:45:00+00:00,17380.44921875,17436.25,17380.44921875,17407.75,0
2022-08-05 08:45:00+00:00,17398.44921875,17416.80078125,17358.25,17379.400390625,0
2022-08-05 09:45:00+00:00,17389.05078125,17405.400390625,17383.25,17398.75,0
2022-08-08 03:45:00+00:00,17439.30078125,17443.55078125,17361.0,17401.5,0
2022-08-08 04:45:00+00:00,17457.5,17478.25,17434.80078125,17439.599609375,0
2022-08-08 05:45:00+00:00,17503.05078125,17504.19921875,17449.75,17457.400390625,0
2022-08-08 06:45:00+00:00,17520.30078125,17534.349609375,17502.75,17503.650390625,0
2022-08-08 07:45:00+00:00,17526.400390625,17548.69921875,17506.349609375,17520.69921875,0
2022-08-08 08:45:00+00:00,17522.94921875,17538.75,17485.849609375,17525.69921875,0
2022-08-08 09:45:00+00:00,17527.849609375,17533.5,17514.099609375,17522.849609375,0
2022-08-10 03:45:00+00:00,17502.94921875,17566.099609375,17443.55078125,17566.099609375,0
2022-08-10 04:45:00+00:00,17509.19921875,17542.349609375,17503.900390625,17503.900390625,0
2022-08-10 05:45:00+00:00,17509.0,17518.650390625,17482.0,17508.69921875,0
2022-08-10 06:45:00+00:00,17498.349609375,17521.44921875,17494.80078125,17508.900390625,0
2022-08-10 07:45:00+00:00,17531.25,17532.0,17479.55078125,17498.19921875,0
2022-08-10 08:45:00+00:00,17537.650390625,17546.80078125,17513.05078125,17531.69921875,0
2022-08-10 09:45:00+00:00,17523.75,17540.05078125,17520.400390625,17538.69921875,0
2022-08-11 03:45:00+00:00,17673.19921875,17716.650390625,17668.400390625,17711.650390625,0
2022-08-11 04:45:00+00:00,17680.94921875,17695.0,17672.349609375,17673.44921875,0
2022-08-11 05:45:00+00:00,17659.900390625,17688.099609375,17645.849609375,17680.900390625,0
2022-08-11 06:45:00+00:00,17671.75,17684.599609375,17658.900390625,17660.05078125,0
2022-08-11 07:45:00+00:00,17645.30078125,17673.0,17632.349609375,17671.55078125,0
2022-08-11 08:45:00+00:00,17652.94921875,17678.44921875,17639.55078125,17645.55078125,0
2022-08-11 09:45:00+00:00,17638.650390625,17659.849609375,17638.30078125,17652.25,0
2022-08-12 03:45:00+00:00,17678.30078125,17680.400390625,17598.150390625,17659.650390625,0
2022-08-12 04:45:00+00:00,17683.0,17687.650390625,17647.19921875,17679.150390625,0
2022-08-12 05:45:00+00:00,17685.0,17699.25,17672.650390625,17682.44921875,0
2022-08-12 06:45:00+00:00,17700.349609375,17711.75,17667.25,17685.25,0
2022-08-12 07:45:00+00:00,17709.19921875,17724.25,17690.900390625,17700.19921875,0
2022-08-12 08:45:00+00:00,17695.650390625,17709.599609375,17661.900390625,17709.25,0
2022-08-12 09:45:00+00:00,17698.650390625,17713.5,17692.400390625,17695.25,0
2022-08-16 03:45:00+00:00,17816.5,17832.55078125,17764.599609375,17797.19921875,0
2022-08-16 04:45:00+00:00,17830.94921875,17838.75,17813.349609375,17816.0,0
2022-08-16 05:45:00+00:00,17797.69921875,17832.75,17781.349609375,17831.44921875,0
2022-08-16 06:45:00+00:00,17777.099609375,17814.150390625,17776.400390625,17797.849609375,0
2022-08-16 07:45:00+00:00,17794.75,17802.75,17768.19921875,17776.5,0
2022-08-16 08:45:00+00:00,17830.349609375,17830.650390625,17782.25,17795.150390625,0
2022-08-16 09:45:00+00:00,17828.30078125,17836.650390625,17822.599609375,17829.94921875,0
2022-08-17 03:45:00+00:00,17909.599609375,17914.69921875,17834.599609375,17868.150390625,0
2022-08-17 04:45:00+00:00,17931.94921875,17933.05078125,17899.0,17909.55078125,0
2022-08-17 05:45:00+00:00,17931.05078125,17936.849609375,17907.75,17932.05078125,0
2022-08-17 06:45:00+00:00,17934.80078125,17944.75,17922.25,17930.150390625,0
2022-08-17 07:45:00+00:00,17924.05078125,17943.900390625,17917.099609375,17934.19921875,0
2022-08-17 08:45:00+00:00,17946.150390625,17965.400390625,17916.400390625,17923.849609375,0
2022-08-17 09:45:00+00:00,17929.05078125,17946.650390625,17927.400390625,17946.650390625,0
2022-08-18 03:45:00+00:00,17940.400390625,17954.0,17863.849609375,17898.650390625,0
2022-08-18 04:45:00+00:00,17903.900390625,17941.150390625,17890.19921875,17938.55078125,0
2022-08-18 05:45:00+00:00,17870.05078125,17903.94921875,17852.5,17903.94921875,0
2022-08-18 06:45:00+00:00,17900.900390625,17907.0,17867.0,17870.19921875,0
2022-08-18 07:45:00+00:00,17915.19921875,17915.80078125,17884.150390625,17901.099609375,0
2022-08-18 08:45:00+00:00,17957.30078125,17964.55078125,17911.19921875,17915.400390625,0
2022-08-18 09:45:00+00:00,17964.44921875,17967.55078125,17946.400390625,17956.599609375,0
2022-08-19 03:45:00+00:00,17962.80078125,17989.150390625,17934.25,17966.55078125,0
2022-08-19 04:45:00+00:00,17879.400390625,17969.30078125,17858.44921875,17962.55078125,0
2022-08-19 05:45:00+00:00,17806.400390625,17896.19921875,17783.349609375,17879.44921875,0
2022-08-19 06:45:00+00:00,17810.55078125,17816.69921875,17728.05078125,17807.099609375,0
2022-08-19 07:45:00+00:00,17763.400390625,17822.19921875,17711.150390625,17810.400390625,0
2022-08-19 08:45:00+00:00,17765.0,17804.19921875,17756.25,17763.55078125,0
2022-08-19 09:45:00+00:00,17726.94921875,17767.30078125,17725.69921875,17764.650390625,0
2022-08-22 03:45:00+00:00,17580.25,17687.55078125,17572.80078125,17682.900390625,0
2022-08-22 04:45:00+00:00,17562.150390625,17599.25,17544.75,17580.69921875,0
2022-08-22 05:45:00+00:00,17573.849609375,17584.75,17547.69921875,17561.69921875,0
2022-08-22 06:45:00+00:00,17546.25,17597.0,17533.849609375,17574.150390625,0
2022-08-22 07:45:00+00:00,17541.150390625,17564.44921875,17523.400390625,17546.0,0
2022-08-22 08:45:00+00:00,17495.30078125,17560.44921875,17468.099609375,17540.25,0
2022-08-22 09:45:00+00:00,17494.349609375,17503.94921875,17487.75,17496.25,0
2022-08-23 03:45:00+00:00,17517.0,17587.80078125,17346.94921875,17357.349609375,0
2022-08-23 04:45:00+00:00,17431.5,17538.25,17411.69921875,17515.75,0
2022-08-23 05:45:00+00:00,17464.19921875,17509.0,17425.80078125,17431.349609375,0
2022-08-23 06:45:00+00:00,17547.25,17551.5,17448.599609375,17463.94921875,0
2022-08-23 07:45:00+00:00,17573.349609375,17583.30078125,17544.0,17546.69921875,0
2022-08-23 08:45:00+00:00,17571.099609375,17593.400390625,17525.150390625,17573.69921875,0
2022-08-23 09:45:00+00:00,17623.349609375,17624.5,17568.94921875,17571.05078125,0
2022-08-24 03:45:00+00:00,17564.80078125,17605.349609375,17499.900390625,17525.44921875,0
2022-08-24 04:45:00+00:00,17614.349609375,17615.30078125,17559.650390625,17564.400390625,0
2022-08-24 05:45:00+00:00,17566.349609375,17621.75,17558.44921875,17614.80078125,0
2022-08-24 06:45:00+00:00,17543.650390625,17598.150390625,17530.80078125,17566.80078125,0
2022-08-24 07:45:00+00:00,17560.25,17584.94921875,17524.19921875,17543.400390625,0
2022-08-24 08:45:00+00:00,17618.099609375,17622.150390625,17557.650390625,17559.30078125,0
2022-08-24 09:45:00+00:00,17607.55078125,17617.94921875,17597.099609375,17617.75,0
2022-08-25 03:45:00+00:00,17694.349609375,17716.05078125,17663.650390625,17679.0,0
2022-08-25 04:45:00+00:00,17676.849609375,17702.349609375,17676.5,17694.19921875,0
2022-08-25 05:45:00+00:00,17696.30078125,17701.150390625,17639.5,17677.25,0
2022-08-25 06:45:00+00:00,17712.94921875,17726.400390625,17691.650390625,17695.900390625,0
2022-08-25 07:45:00+00:00,17692.599609375,17714.599609375,17682.80078125,17711.75,0
2022-08-25 08:45:00+00:00,17498.900390625,17695.30078125,17488.94921875,17692.55078125,0
2022-08-25 09:45:00+00:00,17508.19921875,17518.94921875,17488.349609375,17498.599609375,0
2022-08-26 03:45:00+00:00,17634.599609375,17685.19921875,17617.19921875,17619.30078125,0
2022-08-26 04:45:00+00:00,17586.80078125,17637.900390625,17581.599609375,17633.69921875,0
2022-08-26 05:45:00+00:00,17624.25,17635.650390625,17582.5,17586.44921875,0
2022-08-26 06:45:00+00:00,17586.80078125,17632.30078125,17569.599609375,17624.30078125,0
2022-08-26 07:45:00+00:00,17596.05078125,17611.19921875,17564.349609375,17587.400390625,0
2022-08-26 08:45:00+00:00,17555.150390625,17605.25,17520.150390625,17596.099609375,0
2022-08-26 09:45:00+00:00,17582.900390625,17595.75,17555.44921875,17555.44921875,0
2022-08-29 03:45:00+00:00,17313.94921875,17328.650390625,17168.25,17188.650390625,0
2022-08-29 04:45:00+00:00,17285.099609375,17326.400390625,17280.94921875,17313.80078125,0
2022-08-29 05:45:00+00:00,17327.44921875,17342.849609375,17281.19921875,17285.0,0
2022-08-29 06:45:00+00:00,17326.80078125,17369.75,17312.80078125,17327.75,0
2022-08-29 07:45:00+00:00,17358.0,17379.599609375,17326.44921875,17326.44921875,0
2022-08-29 08:45:00+00:00,17293.80078125,17361.5,17291.75,17357.94921875,0
2022-08-29 09:45:00+00:00,17339.099609375,17339.25,17294.150390625,17294.400390625,0
2022-08-30 03:45:00+00:00,17480.849609375,17488.05078125,17409.69921875,17414.94921875,0
2022-08-30 04:45:00+00:00,17542.69921875,17543.75,17468.599609375,17481.849609375,0
2022-08-30 05:45:00+00:00,17582.0,17583.0,17535.55078125,17543.150390625,0
2022-08-30 06:45:00+00:00,17635.44921875,17637.349609375,17576.5,17581.94921875,0
2022-08-30 07:45:00+00:00,17662.75,17671.19921875,17630.55078125,17634.849609375,0
2022-08-30 08:45:00+00:00,17762.80078125,17774.80078125,17662.599609375,17662.599609375,0
2022-08-30 09:45:00+00:00,17744.19921875,17776.849609375,17740.849609375,17762.94921875,0
2022-09-01 03:45:00+00:00,17660.75,17670.099609375,17485.69921875,17485.69921875,0
2022-09-01 04:45:00+00:00,17647.349609375,17695.5,17625.44921875,17661.30078125,0
2022-09-01 05:45:00+00:00,17618.400390625,17667.94921875,17568.349609375,17646.75,0
2022-09-01 06:45:00+00:00,17552.30078125,17619.349609375,17534.25,17617.650390625,0
2022-09-01 07:45:00+00:00,17518.5,17581.19921875,17469.0,17551.75,0
2022-09-01 08:45:00+00:00,17555.0,17572.05078125,17492.19921875,17518.0,0
2022-09-01 09:45:00+00:00,17563.25,17564.099609375,17531.19921875,17554.849609375,0
2022-09-02 03:45:00+00:00,17496.55078125,17643.0,17477.099609375,17598.400390625,0
2022-09-02 04:45:00+00:00,17532.849609375,17549.44921875,17479.75,17496.55078125,0
2022-09-02 05:45:00+00:00,17555.25,17562.599609375,17507.599609375,17533.0,0
2022-09-02 06:45:00+00:00,17585.55078125,17587.099609375,17551.55078125,17554.69921875,0
2022-09-02 07:45:00+00:00,17612.94921875,17618.55078125,17572.150390625,17586.099609375,0
2022-09-02 08:45:00+00:00,17550.75,17623.55078125,17518.849609375,17612.75,0
2022-09-02 09:45:00+00:00,17527.849609375,17560.599609375,17520.19921875,17551.5,0
2022-09-05 03:45:00+00:00,17648.150390625,17657.55078125,17546.44921875,17546.44921875,0
2022-09-05 04:45:00+00:00,17632.349609375,17657.25,17618.69921875,17648.849609375,0
2022-09-05 05:45:00+00:00,17660.0,17662.150390625,17618.75,17631.75,0
2022-09-05 06:45:00+00:00,17650.44921875,17681.19921875,17647.349609375,17658.75,0
2022-09-05 07:45:00+00:00,17669.400390625,17678.69921875,17629.69921875,17650.55078125,0
2022-09-05 08:45:00+00:00,17671.94921875,17682.94921875,17651.19921875,17669.150390625,0
2022-09-05 09:45:00+00:00,17653.900390625,17672.150390625,17652.30078125,17671.599609375,0
2022-09-06 03:45:00+00:00,17641.150390625,17764.0,17633.150390625,17695.69921875,0
2022-09-06 04:45:00+00:00,17667.44921875,17668.30078125,17587.94921875,17640.44921875,0
2022-09-06 05:45:00+00:00,17682.599609375,17696.80078125,17643.900390625,17667.650390625,0
2022-09-06 06:45:00+00:00,17694.0,17715.69921875,17680.599609375,17682.150390625,0
2022-09-06 07:45:00+00:00,17697.0,17714.400390625,17672.30078125,17693.849609375,0
2022-09-06 08:45:00+00:00,17653.05078125,17705.44921875,17637.5,17697.55078125,0
2022-09-06 09:45:00+00:00,17651.599609375,17657.150390625,17641.5,17653.0,0
2022-09-07 03:45:00+00:00,17579.0,17593.30078125,17519.400390625,17519.400390625,0
2022-09-07 04:45:00+00:00,17538.55078125,17585.75,17538.55078125,17577.30078125,0
2022-09-07 05:45:00+00:00,17614.599609375,17617.30078125,17534.25,17538.55078125,0
2022-09-07 06:45:00+00:00,17617.849609375,17636.55078125,17599.900390625,17614.849609375,0
2022-09-07 07:45:00+00:00,17628.94921875,17650.69921875,17617.69921875,17617.69921875,0
2022-09-07 08:45:00+00:00,17617.099609375,17646.69921875,17599.0,17628.25,0
2022-09-07 09:45:00+00:00,17629.5,17638.599609375,17616.5,17617.099609375,0
2022-09-08 03:45:00+00:00,17770.0,17791.150390625,17732.80078125,17748.150390625,0
2022-09-08 04:45:00+00:00,17746.150390625,17787.150390625,17731.30078125,17769.94921875,0
2022-09-08 05:45:00+00:00,17751.400390625,17756.900390625,17723.150390625,17746.55078125,0
2022-09-08 06:45:00+00:00,17723.19921875,17761.55078125,17692.900390625,17751.849609375,0
